Date,City,Type,Count
2/14/2020,Peshawar,PM 2.5,177
2/15/2020,Peshawar,PM 2.5,111
2/16/2020,Peshawar,PM 2.5,139
2/17/2020,Peshawar,PM 2.5,121
2/18/2020,Peshawar,PM 2.5,119
2/19/2020,Peshawar,PM 2.5,136
2/20/2020,Peshawar,PM 2.5,143
2/21/2020,Peshawar,PM 2.5,88
2/22/2020,Peshawar,PM 2.5,147
2/23/2020,Peshawar,PM 2.5,174
2/24/2020,Peshawar,PM 2.5,162
2/25/2020,Peshawar,PM 2.5,185
2/26/2020,Peshawar,PM 2.5,177
2/27/2020,Peshawar,PM 2.5,176
2/28/2020,Peshawar,PM 2.5,194
2/29/2020,Peshawar,PM 2.5,123
3/1/2020,Peshawar,PM 2.5,85
3/2/2020,Peshawar,PM 2.5,98
3/3/2020,Peshawar,PM 2.5,142
3/4/2020,Peshawar,PM 2.5,121
3/5/2020,Peshawar,PM 2.5,129
3/6/2020,Peshawar,PM 2.5,69
3/7/2020,Peshawar,PM 2.5,109
3/8/2020,Peshawar,PM 2.5,77
3/9/2020,Peshawar,PM 2.5,77
3/10/2020,Peshawar,PM 2.5,124
3/11/2020,Peshawar,PM 2.5,162
3/12/2020,Peshawar,PM 2.5,146
3/13/2020,Peshawar,PM 2.5,82
3/14/2020,Peshawar,PM 2.5,158
3/15/2020,Peshawar,PM 2.5,154
3/16/2020,Peshawar,PM 2.5,149
3/17/2020,Peshawar,PM 2.5,153
3/18/2020,Peshawar,PM 2.5,161
3/19/2020,Peshawar,PM 2.5,145
3/20/2020,Peshawar,PM 2.5,165
3/21/2020,Peshawar,PM 2.5,150
3/22/2020,Peshawar,PM 2.5,68
3/23/2020,Peshawar,PM 2.5,93
3/24/2020,Peshawar,PM 2.5,142
3/25/2020,Peshawar,PM 2.5,62
3/26/2020,Peshawar,PM 2.5,93
3/27/2020,Peshawar,PM 2.5,96
3/28/2020,Peshawar,PM 2.5,87
3/29/2020,Peshawar,PM 2.5,76
3/30/2020,Peshawar,PM 2.5,69
3/31/2020,Peshawar,PM 2.5,102
4/1/2020,Peshawar,PM 2.5,81
4/2/2020,Peshawar,PM 2.5,62
4/3/2020,Peshawar,PM 2.5,84
4/4/2020,Peshawar,PM 2.5,98
4/5/2020,Peshawar,PM 2.5,126
4/6/2020,Peshawar,PM 2.5,130
4/7/2020,Peshawar,PM 2.5,85
4/8/2020,Peshawar,PM 2.5,58
4/9/2020,Peshawar,PM 2.5,98
4/10/2020,Peshawar,PM 2.5,83
4/11/2020,Peshawar,PM 2.5,72
4/12/2020,Peshawar,PM 2.5,106
4/13/2020,Peshawar,PM 2.5,115
4/14/2020,Peshawar,PM 2.5,111
4/15/2020,Peshawar,PM 2.5,81
4/16/2020,Peshawar,PM 2.5,69
4/17/2020,Peshawar,PM 2.5,90
4/18/2020,Peshawar,PM 2.5,99
4/19/2020,Peshawar,PM 2.5,71
4/20/2020,Peshawar,PM 2.5,79
